id,date,amount,card,id_merchant
1188,2018-01-08 21:44:58,10.64,5175947111814778,84
379,2018-01-09 11:14:56,7.07,501809222273,136
687,2018-01-09 21:06:16,2.7,4506405265172173,67
2558,2018-01-09 21:43:47,16.37,4681896441519,64
754,2018-01-10 00:25:40,1.39,372414832802279,50
608,2018-01-10 03:17:20,0.87,503842928916,129
2818,2018-01-10 03:24:29,16.64,3561954487988605,65
865,2018-01-10 03:55:54,2.3,4150721559116778,19
998,2018-01-10 10:07:20,10.91,675911140852,78
1436,2018-01-10 13:41:23,11.5,3517111172421930,49
1938,2018-01-10 14:50:30,5.64,5361779664174555,44
602,2018-01-10 15:56:41,1.22,503842928916,27
3289,2018-01-10 19:53:09,18.41,4159836738768855913,23
1361,2018-01-10 23:03:42,10.7,3535651398328201,70
496,2018-01-11 00:39:12,3.23,503842928916,68
156,2018-01-11 09:27:30,5.55,6011987562414062,107
315,2018-01-11 09:38:33,7.94,5135837688671496,146
3498,2018-01-11 09:58:11,1.62,5500708021555307,149
3331,2018-01-11 10:51:08,1.24,30063281385429,7
2128,2018-01-11 12:46:01,3.97,4834483169177062,44
2188,2018-01-11 13:20:31,229.0,5570600642865857,115
1716,2018-01-11 16:18:55,10.27,5361779664174555,46
2146,2018-01-11 19:36:21,1.72,4761049645711555811,99
2779,2018-01-11 22:55:51,19.5,4268491956169254,8
1048,2018-01-12 02:18:05,11.52,3582198969197591,2
2170,2018-01-12 02:48:29,1.84,30142966699187,2
2025,2018-01-12 04:33:17,5.32,4188164051171486,10
451,2018-01-12 06:34:53,6.19,30181963913340,40
444,2018-01-12 13:30:20,5.92,4506405265172173,38
416,2018-01-12 13:59:09,4.45,501809222273,85
291,2018-01-12 16:29:03,4.69,4268491956169254,144
3373,2018-01-12 18:04:04,1.88,4681896441519,44
270,2018-01-12 22:14:25,6.4,4276466390111,112
1937,2018-01-12 23:38:53,1.1,4506405265172173,64
2835,2018-01-13 02:02:40,17.12,376027549341849,2
3175,2018-01-13 03:06:36,16.27,4268491956169254,24
450,2018-01-13 03:20:50,4.89,213193946980303,58
2222,2018-01-13 04:49:38,3.63,4506405265172173,53
2755,2018-01-13 06:07:45,19.24,4962915017023706562,32
582,2018-01-13 14:36:43,1.35,4150721559116778,102
1546,2018-01-13 15:22:46,10.15,4711773125020499,108
718,2018-01-13 18:34:36,2.22,4263694062533017,9
3445,2018-01-13 22:18:00,2.11,30142966699187,3
2386,2018-01-13 22:26:57,3.79,5500708021555307,106
2843,2018-01-14 03:20:21,14.69,584226564303,133
3023,2018-01-14 05:02:22,17.84,372414832802279,52
2879,2018-01-14 06:19:11,21.11,3535651398328201,74
830,2018-01-14 07:06:57,3.15,584226564303,96
2521,2018-01-14 07:33:54,15.21,4741042733274,21
1482,2018-01-14 07:50:44,10.23,376027549341849,38
1916,2018-01-14 10:04:25,12.33,4165305432349489280,55
1560,2018-01-14 13:30:29,10.94,3517111172421930,19
3159,2018-01-14 15:03:26,16.67,213193946980303,30
604,2018-01-14 15:31:50,1.42,376027549341849,97
970,2018-01-14 17:29:28,10.31,4506405265172173,40
3359,2018-01-15 03:37:27,1.47,4834483169177062,139
2787,2018-01-15 06:23:30,15.87,4539990688484983,70
2622,2018-01-15 10:27:56,15.51,4761049645711555811,8
1382,2018-01-15 11:52:41,11.67,4159836738768855913,139
3105,2018-01-15 11:55:38,17.16,3561954487988605,101
2581,2018-01-15 19:37:59,18.61,3561954487988605,74
591,2018-01-15 20:53:52,2.95,4681896441519,98
2714,2018-01-16 00:57:00,15.33,4506405265172173,149
3333,2018-01-16 02:26:16,1.65,372414832802279,31
3068,2018-01-16 03:22:49,13.29,5297187379298983,12
3065,2018-01-16 04:12:01,16.89,4711773125020499,109
2655,2018-01-16 06:29:35,17.64,675911140852,136
2866,2018-01-16 08:02:04,17.36,30078299053512,116
680,2018-01-16 13:48:12,1.84,4268491956169254,144
1755,2018-01-16 13:51:42,13.52,4159836738768855913,54
753,2018-01-16 18:45:54,1.48,4962915017023706562,86
665,2018-01-16 19:19:48,2.55,344119623920892,99
3278,2018-01-17 00:03:25,18.05,4279104135293225293,133
651,2018-01-17 00:18:59,3.6,4159836738768855913,44
246,2018-01-17 00:22:04,5.41,4743204091443101526,105
2971,2018-01-17 02:02:41,15.18,213193946980303,75
2875,2018-01-17 04:56:56,16.46,376027549341849,42
758,2018-01-17 06:36:33,1.02,180098539019105,147
1551,2018-01-17 06:59:43,10.0,4586962917519654607,149
1889,2018-01-17 07:31:03,12.67,4498002758300,89
1593,2018-01-17 07:56:09,11.91,4681896441519,2
30,2018-01-17 09:09:33,3.82,4711773125020499,111
733,2018-01-17 09:25:09,2.85,3561954487988605,18
878,2018-01-17 11:09:35,12.27,376027549341849,146
3340,2018-01-17 15:02:38,1.72,4498002758300,115
105,2018-01-17 16:57:27,1.25,4268491956169254,65
840,2018-01-17 19:16:40,2.11,4268491956169254,132
2314,2018-01-17 20:06:45,2.69,3561072557118696,29
3466,2018-01-18 03:12:14,3.44,344119623920892,5
2633,2018-01-18 08:18:50,17.54,4165305432349489280,104
2838,2018-01-18 08:58:13,17.53,180098539019105,137
3406,2018-01-18 11:17:37,1.24,30181963913340,116
2662,2018-01-18 12:41:06,15.86,4319653513507,43
2119,2018-01-18 14:13:09,2.61,376027549341849,26
3095,2018-01-18 14:39:01,19.0,501879657465,15
1303,2018-01-18 18:49:21,10.19,4159836738768855913,116
2882,2018-01-19 01:11:13,16.38,5500708021555307,82
784,2018-01-19 01:34:25,2.59,4723783028106084756,47
1410,2018-01-19 03:01:33,10.39,4498002758300,132
2956,2018-01-19 05:03:56,17.53,4962915017023706562,82
3381,2018-01-19 07:08:43,2.51,4681896441519,8
2253,2018-01-19 10:15:55,3.93,4761049645711555811,13
2015,2018-01-19 11:41:42,3.27,213193946980303,124
1183,2018-01-19 12:28:12,10.4,180098539019105,60
917,2018-01-19 13:15:49,10.16,3535651398328201,81
679,2018-01-19 14:23:21,2.47,4150721559116778,131
458,2018-01-19 17:44:59,5.96,6500236164848279,138
1245,2018-01-19 20:12:31,11.58,4866761290278198714,132
2238,2018-01-20 01:13:21,3.7,5361779664174555,107
2411,2018-01-20 02:23:13,2.17,4263694062533017,109
1954,2018-01-20 03:18:02,3.38,30063281385429,93
2791,2018-01-20 03:19:33,17.64,30078299053512,37
302,2018-01-20 04:32:42,4.51,501809222273,83
1266,2018-01-20 07:47:30,10.58,30142966699187,34
1456,2018-01-20 08:35:34,11.96,501879657465,121
256,2018-01-20 09:56:37,9.81,4159836738768855913,69
2445,2018-01-20 10:50:36,2.17,4711773125020499,113
729,2018-01-20 13:44:37,1.83,501879657465,119
1615,2018-01-20 16:31:01,10.51,584226564303,10
1320,2018-01-20 17:30:16,13.84,4506405265172173,109
193,2018-01-20 19:46:39,8.03,4263694062533017,8
1037,2018-01-20 20:11:29,10.12,376027549341849,37
277,2018-01-20 21:29:46,4.87,180098539019105,113
2537,2018-01-20 22:58:27,16.44,6500236164848279,18
1417,2018-01-20 23:29:57,10.58,4723783028106084756,110
870,2018-01-21 00:03:41,2.32,4711773125020499,130
3006,2018-01-21 01:30:19,20.29,5135837688671496,136
132,2018-01-21 02:01:49,8.61,5175947111814778,37
2844,2018-01-21 05:38:08,16.29,3516952396080247,106
494,2018-01-21 06:47:24,5.34,4498002758300,85
1892,2018-01-21 13:18:10,10.38,4506405265172173,15
227,2018-01-21 15:37:39,5.51,213193946980303,21
322,2018-01-21 16:05:43,2.88,5175947111814778,75
1492,2018-01-21 17:27:37,10.28,501809222273,148
1338,2018-01-21 20:28:17,10.24,4723783028106084756,63
565,2018-01-21 23:04:02,2.22,372414832802279,149
1704,2018-01-22 02:08:47,10.38,4681896441519,98
1442,2018-01-22 08:07:03,1131.0,5570600642865857,144
2044,2018-01-22 11:52:29,1.67,180098539019105,30
1057,2018-01-22 14:56:43,10.75,5570600642865857,117
1935,2018-01-22 16:26:22,2.35,4723783028106084756,96
1364,2018-01-22 22:48:50,11.63,6011987562414062,150
1509,2018-01-23 01:51:00,11.3,4506405265172173,134
3499,2018-01-23 06:23:05,2.67,3516952396080247,51
2667,2018-01-23 06:29:37,1678.0,501879657465,92
1379,2018-01-23 08:07:03,10.47,4866761290278198714,7
538,2018-01-23 08:18:10,1.48,5500708021555307,35
2070,2018-01-23 10:30:44,4.34,4027907156459098,110
110,2018-01-23 12:06:35,6.38,5135837688671496,94
2319,2018-01-23 16:13:22,5.58,584226564303,33
392,2018-01-23 18:14:18,7.15,30063281385429,88
318,2018-01-24 01:31:16,3.54,3535651398328201,81
2212,2018-01-24 03:43:35,2.78,3581345943543942,68
263,2018-01-24 07:14:27,5.56,5500708021555307,36
1463,2018-01-24 07:55:45,10.96,6500236164848279,107
168,2018-01-24 08:28:08,5.0,4268491956169254,141
3196,2018-01-24 09:31:37,15.22,376027549341849,83
942,2018-01-24 10:54:25,10.69,30063281385429,2
3093,2018-01-24 12:41:48,17.21,4268491956169254,133
1231,2018-01-24 13:06:03,13.39,30181963913340,91
2913,2018-01-24 13:17:19,1691.0,4761049645711555811,14
3144,2018-01-24 14:45:28,18.15,4681896441519,27
2973,2018-01-24 16:42:45,18.59,3561954487988605,90
2265,2018-01-24 23:15:56,5.78,4539990688484983,11
148,2018-01-25 00:52:59,8.7,5175947111814778,132
273,2018-01-25 07:41:11,5.74,4711773125020499,20
1502,2018-01-25 08:58:28,11.35,376027549341849,141
178,2018-01-25 11:54:44,6.4,5500708021555307,72
1841,2018-01-25 14:38:43,10.17,4165305432349489280,24
1252,2018-01-25 16:52:06,10.1,30181963913340,80
2880,2018-01-26 05:10:21,16.54,584226564303,13
1758,2018-01-26 06:11:05,10.12,3561072557118696,124
938,2018-01-26 09:30:15,10.76,4498002758300,30
969,2018-01-26 11:32:35,11.39,675911140852,67
1730,2018-01-26 13:10:00,11.95,213193946980303,11
2478,2018-01-26 14:06:47,17.58,5361779664174555,106
299,2018-01-26 20:32:12,7.0,4027907156459098,78
2454,2018-01-26 21:32:03,17.08,4743204091443101526,81
103,2018-01-27 00:11:12,5.87,344119623920892,64
3261,2018-01-27 00:56:55,16.14,4723783028106084756,94
2636,2018-01-27 04:07:35,18.58,4539990688484983,49
3452,2018-01-27 08:24:11,3.08,3582198969197591,43
3284,2018-01-27 08:36:58,15.15,6500236164848279,71
639,2018-01-27 14:00:31,1.88,6500236164848279,35
2382,2018-01-27 18:02:40,1.83,4268491956169254,85
1495,2018-01-27 19:10:04,11.93,213193946980303,45
142,2018-01-27 23:35:44,6.12,4276466390111,135
1374,2018-01-28 05:11:34,13.03,4268491956169254,109
2978,2018-01-28 14:38:33,19.93,3517111172421930,71
911,2018-01-28 14:45:12,10.71,5135837688671496,77
2686,2018-01-28 17:01:39,17.62,5570600642865857,82
3280,2018-01-28 18:51:37,18.64,6500236164848279,147
744,2018-01-28 19:30:38,0.72,6011987562414062,36
231,2018-01-28 20:44:10,6.52,4279104135293225293,44
2660,2018-01-28 21:41:42,18.8,4027907156459098,105
3168,2018-01-29 02:00:47,18.65,4498002758300,90
2852,2018-01-29 02:49:08,18.19,4723783028106084756,40
549,2018-01-29 02:51:23,3.68,3561072557118696,140
2115,2018-01-29 05:15:42,3.54,4962915017023706562,45
1914,2018-01-29 06:32:49,10.24,3517111172421930,49
536,2018-01-29 07:01:26,2.65,4150721559116778,5
681,2018-01-29 07:09:51,2.46,4723783028106084756,138
1798,2018-01-29 11:06:43,14.19,4165305432349489280,59
356,2018-01-29 11:52:48,5.14,4761049645711555811,131
2014,2018-01-29 12:54:56,3.93,4743204091443101526,142
2029,2018-01-29 13:38:21,2.06,3561072557118696,22
3365,2018-01-29 14:09:08,2.37,5135837688671496,92
2473,2018-01-29 17:25:24,17.99,3561072557118696,34
1020,2018-01-29 19:47:14,10.25,5175947111814778,91
2076,2018-01-29 22:49:11,5.33,4506405265172173,45
2664,2018-01-29 23:55:06,16.73,584226564303,10
1486,2018-01-30 02:32:22,10.15,3561072557118696,87
2177,2018-01-30 04:24:37,2.72,30181963913340,133
2782,2018-01-30 04:52:53,17.05,5570600642865857,147
2646,2018-01-30 06:49:12,15.97,4279104135293225293,82
1027,2018-01-30 09:15:16,10.53,3561072557118696,79
2047,2018-01-30 14:21:12,2.86,3535651398328201,32
2132,2018-01-30 14:21:48,4.15,4188164051171486,85
3205,2018-01-30 16:34:45,16.91,3517111172421930,112
26,2018-01-30 16:48:54,4.04,376027549341849,74
1243,2018-01-30 17:53:56,10.85,4279104135293225293,64
1415,2018-01-30 18:31:00,1177.0,4319653513507,64
2186,2018-01-30 22:14:39,3.65,4159836738768855913,102
3126,2018-01-31 00:51:40,16.43,4188164051171486,48
3310,2018-01-31 01:24:31,15.99,4159836738768855913,105
1080,2018-01-31 02:09:59,10.09,4586962917519654607,118
647,2018-01-31 05:46:43,2.75,4319653513507,81
1729,2018-01-31 06:01:51,10.28,4506405265172173,26
1545,2018-01-31 09:42:00,10.49,3517111172421930,77
2219,2018-01-31 10:34:42,4.17,584226564303,78
2954,2018-01-31 11:06:22,18.78,4711773125020499,48
777,2018-01-31 13:17:35,0.58,4741042733274,63
1405,2018-01-31 18:25:03,11.25,4279104135293225293,127
3286,2018-01-31 23:44:43,16.02,4506405265172173,44
1657,2018-02-01 08:49:24,10.26,4723783028106084756,115
45,2018-02-01 09:29:56,6.3,4539990688484983,116
1024,2018-02-01 11:05:57,10.49,4741042733274,138
899,2018-02-01 11:15:49,10.65,4279104135293225293,65
1279,2018-02-01 18:37:46,10.27,4150721559116778,145
989,2018-02-01 20:33:09,11.62,3582198969197591,4
1516,2018-02-01 20:44:12,10.24,3517111172421930,51
2150,2018-02-01 21:52:43,1.54,4743204091443101526,43
2793,2018-02-02 03:11:47,15.95,4834483169177062,27
2776,2018-02-02 10:56:03,15.52,4644008655884311378,95
1360,2018-02-02 11:31:33,10.75,372414832802279,135
2638,2018-02-02 16:57:12,15.27,4681896441519,53
3491,2018-02-02 17:43:38,2.17,5500708021555307,64
1752,2018-02-02 17:56:30,10.15,501809222273,127
2456,2018-02-02 18:46:46,18.64,4741042733274,148
13,2018-02-02 21:41:12,4.29,6500236164848279,148
248,2018-02-03 03:04:53,5.24,3582198969197591,83
1715,2018-02-03 06:57:16,12.39,5570600642865857,69
2245,2018-02-03 07:45:02,4.53,5570600642865857,80
1701,2018-02-03 12:53:24,10.23,4761049645711555811,95
488,2018-02-03 14:33:11,7.05,30181963913340,3
638,2018-02-03 15:45:32,1.17,3516952396080247,19
2719,2018-02-03 16:27:12,15.98,4723783028106084756,114
3181,2018-02-03 16:34:30,18.53,3561072557118696,86
3395,2018-02-03 18:05:39,1.41,4866761290278198714,65
1435,2018-02-03 18:48:33,13.01,30181963913340,75
3216,2018-02-03 19:32:30,17.94,3516952396080247,104
2389,2018-02-04 02:22:17,4.79,30063281385429,27
11,2018-02-04 04:00:18,6.9,6500236164848279,125
2011,2018-02-04 09:22:22,2.41,213193946980303,94
1996,2018-02-04 16:13:14,2.92,5361779664174555,4
1981,2018-02-04 18:44:31,2.68,4741042733274,104
810,2018-02-04 19:02:09,0.51,3561954487988605,75
3281,2018-02-04 20:48:29,18.11,4539990688484983,98
2256,2018-02-04 22:25:14,5.94,4268491956169254,43
1505,2018-02-05 03:47:29,10.27,4268491956169254,17
2688,2018-02-05 08:37:24,17.85,180098539019105,1
3063,2018-02-05 09:39:22,15.73,503842928916,75
2086,2018-02-05 15:54:02,1.52,30063281385429,145
1740,2018-02-05 17:32:22,10.58,30181963913340,39
3237,2018-02-05 17:36:46,17.7,3535651398328201,50
607,2018-02-05 19:19:11,2.09,4539990688484983,87
1270,2018-02-05 19:35:31,10.08,501879657465,52
1281,2018-02-05 20:08:01,10.92,4027907156459098,34
3297,2018-02-05 20:43:26,17.61,180098539019105,35
881,2018-02-05 21:59:07,10.81,372414832802279,65
1819,2018-02-05 23:22:08,10.96,4159836738768855913,67
1079,2018-02-06 04:34:49,10.86,4586962917519654607,132
3494,2018-02-06 10:55:49,2.49,4761049645711555811,100
372,2018-02-06 10:58:29,4.83,376027549341849,72
611,2018-02-06 18:29:49,2.53,3561072557118696,102
1998,2018-02-06 20:53:47,4.58,180098539019105,9
1603,2018-02-06 22:44:18,10.32,30181963913340,45
2418,2018-02-07 00:20:11,5.97,372414832802279,104
2072,2018-02-07 01:36:19,5.64,4761049645711555811,63
230,2018-02-07 02:48:38,7.68,4263694062533017,63
1115,2018-02-07 03:45:39,10.21,4741042733274,42
1473,2018-02-07 15:53:22,10.33,3561072557118696,49
859,2018-02-07 23:35:00,2.87,501809222273,70
205,2018-02-08 04:15:41,7.02,30063281385429,96
2878,2018-02-08 05:12:18,18.32,4866761290278198714,57
2085,2018-02-08 08:36:01,2.48,501809222273,85
748,2018-02-08 10:27:37,3.48,4962915017023706562,139
3473,2018-02-08 11:06:06,2.45,5361779664174555,127
3060,2018-02-08 12:15:41,15.39,675911140852,135
364,2018-02-08 16:35:44,7.15,4268491956169254,97
3102,2018-02-08 19:56:26,15.71,4741042733274,88
121,2018-02-08 21:10:00,5.52,584226564303,124
1927,2018-02-09 00:54:12,1.72,4586962917519654607,3
3436,2018-02-09 07:38:19,1.16,503842928916,12
2409,2018-02-09 11:38:37,445.0,3516952396080247,112
657,2018-02-09 15:30:03,1.21,3582198969197591,101
1265,2018-02-09 19:25:44,11.11,501879657465,114
1142,2018-02-10 02:01:54,11.43,5570600642865857,68
3133,2018-02-10 03:34:18,15.25,4150721559116778,122
2665,2018-02-10 05:36:19,15.92,30142966699187,126
2629,2018-02-10 10:29:14,20.01,3581345943543942,148
1386,2018-02-10 10:55:31,10.14,4150721559116778,35
3313,2018-02-10 11:17:10,12.97,4743204091443101526,135
1556,2018-02-10 11:56:25,11.33,4506405265172173,10
375,2018-02-10 12:04:36,7.39,4268491956169254,105
3418,2018-02-10 13:26:43,1.66,4276466390111,72
3013,2018-02-10 16:22:57,17.3,5570600642865857,150
2801,2018-02-10 16:43:22,15.67,3516952396080247,25
1487,2018-02-10 18:53:22,10.74,213193946980303,105
206,2018-02-11 00:03:19,7.51,501809222273,25
1419,2018-02-11 02:48:31,12.98,3561954487988605,115
1446,2018-02-11 06:30:43,10.93,4962915017023706562,65
738,2018-02-11 08:25:36,1.26,3582198969197591,38
2894,2018-02-11 14:38:30,15.76,4723783028106084756,111
556,2018-02-11 16:04:02,2.74,4159836738768855913,63
988,2018-02-11 17:50:29,11.46,4027907156459098,131
1449,2018-02-11 21:30:00,10.77,584226564303,142
2290,2018-02-11 22:11:53,4.56,4761049645711555811,127
2554,2018-02-11 22:51:15,16.2,4539990688484983,118
127,2018-02-12 03:44:20,3.69,4319653513507,116
2126,2018-02-12 10:31:41,5.47,4188164051171486,98
3029,2018-02-12 15:16:31,19.8,5570600642865857,39
430,2018-02-12 15:26:58,7.73,4761049645711555811,150
1146,2018-02-12 15:41:56,10.08,213193946980303,49
3285,2018-02-12 16:21:37,16.93,4711773125020499,84
1833,2018-02-12 21:29:58,10.39,4188164051171486,66
3339,2018-02-13 01:08:02,1.5,5175947111814778,137
3465,2018-02-13 01:31:17,2.19,4539990688484983,1
1347,2018-02-13 01:43:23,10.36,376027549341849,51
3076,2018-02-13 03:52:37,17.21,5297187379298983,35
2926,2018-02-13 09:24:07,19.2,30142966699187,40
1848,2018-02-13 10:34:23,10.44,3516952396080247,130
1708,2018-02-13 10:35:24,10.78,501879657465,101
3155,2018-02-13 13:36:50,19.37,4159836738768855913,149
664,2018-02-13 20:23:29,1.92,4723783028106084756,133
1047,2018-02-14 01:50:55,10.24,4741042733274,81
2657,2018-02-14 04:16:16,17.77,30078299053512,4
2967,2018-02-14 05:56:33,13.85,6500236164848279,44
2563,2018-02-14 06:14:36,16.13,4268491956169254,39
2035,2018-02-14 06:48:22,4.75,4159836738768855913,32
490,2018-02-14 08:06:06,6.17,4150721559116778,97
3326,2018-02-14 09:36:28,2.73,4498002758300,1
3282,2018-02-14 10:44:48,17.99,4711773125020499,121
1836,2018-02-14 11:14:37,11.38,3517111172421930,18
2060,2018-02-14 11:45:02,3.54,4159836738768855913,144
195,2018-02-14 14:16:24,7.64,4723783028106084756,135
3038,2018-02-14 14:49:22,17.36,4498002758300,65
3016,2018-02-14 16:46:34,15.87,5297187379298983,83
863,2018-02-14 17:22:35,2.91,4188164051171486,20
371,2018-02-14 18:59:49,8.45,5570600642865857,4
340,2018-02-14 21:50:14,5.62,3561072557118696,51
1042,2018-02-15 04:55:25,10.29,6011987562414062,129
1786,2018-02-15 10:22:06,10.0,30142966699187,147
1714,2018-02-15 10:24:56,10.3,5500708021555307,92
1155,2018-02-15 14:12:59,10.92,4723783028106084756,11
891,2018-02-15 14:49:29,10.01,501809222273,6
3220,2018-02-15 16:28:19,17.86,3581345943543942,91
2891,2018-02-15 19:33:13,15.95,3561072557118696,118
572,2018-02-15 21:35:19,3.46,3535651398328201,139
670,2018-02-16 02:59:59,3.69,213193946980303,121
1322,2018-02-16 05:33:51,10.19,4741042733274,98
187,2018-02-16 06:17:01,5.83,30142966699187,40
1693,2018-02-16 08:32:50,10.0,584226564303,42
2830,2018-02-16 10:00:20,15.95,30181963913340,98
727,2018-02-16 12:15:58,3.11,5361779664174555,13
1469,2018-02-16 12:31:27,10.5,4644008655884311378,37
1029,2018-02-16 13:45:35,10.48,5570600642865857,100
3138,2018-02-16 17:15:38,16.69,4681896441519,67
2543,2018-02-16 18:57:43,17.63,584226564303,63
2995,2018-02-16 20:08:20,16.08,501879657465,15
2401,2018-02-16 20:44:08,5.87,5297187379298983,3
842,2018-02-17 00:18:57,2.71,376027549341849,122
2699,2018-02-17 01:27:19,1430.0,5570600642865857,71
1648,2018-02-17 01:56:56,10.76,5500708021555307,136
596,2018-02-17 02:02:40,2.57,4962915017023706562,47
2797,2018-02-17 05:49:13,17.93,376027549341849,30
750,2018-02-17 05:55:46,1.27,3581345943543942,48
3057,2018-02-17 20:31:30,18.03,503842928916,47
2670,2018-02-17 21:37:21,17.23,3582198969197591,25
2344,2018-02-18 01:13:37,2.51,4027907156459098,20
2640,2018-02-18 07:25:42,16.38,3582198969197591,94
34,2018-02-18 08:19:55,8.02,5175947111814778,67
2590,2018-02-18 08:54:19,18.3,344119623920892,69
2862,2018-02-18 09:33:06,18.06,5570600642865857,88
3468,2018-02-18 10:09:01,1.63,4962915017023706562,36
1764,2018-02-18 11:36:44,10.99,30181963913340,79
2683,2018-02-18 13:04:21,14.91,501809222273,103
1109,2018-02-18 17:26:10,11.73,4962915017023706562,2
501,2018-02-18 17:37:23,3.48,3516952396080247,41
871,2018-02-18 17:48:32,1.7,180098539019105,63
1928,2018-02-18 18:28:54,4.26,4165305432349489280,94
2630,2018-02-18 20:43:22,16.7,4319653513507,137
1525,2018-02-18 22:19:41,10.31,4681896441519,75
2116,2018-02-19 00:17:41,3.64,376027549341849,89
1748,2018-02-19 03:12:43,11.0,584226564303,148
1246,2018-02-19 08:50:36,12.17,4761049645711555811,149
310,2018-02-19 10:53:19,5.36,30063281385429,124
1679,2018-02-19 11:31:50,10.38,4539990688484983,70
2785,2018-02-19 12:45:15,15.59,3517111172421930,38
1480,2018-02-19 16:00:43,1072.0,3516952396080247,49
2250,2018-02-19 16:15:50,5.42,4644008655884311378,134
1860,2018-02-19 17:56:39,12.1,4498002758300,49
3098,2018-02-19 22:48:25,1839.0,344119623920892,95
1403,2018-02-20 02:58:23,10.9,503842928916,90
2933,2018-02-20 06:24:25,18.96,4165305432349489280,65
